,title,Author,Publish Date,URL
41,"Preventing disaster
",Editorial,"November 20, 2022",https://www.dawn.com/news/1721966/preventing-disaster
42,"Beleaguered future
",Editorial,,https://www.dawn.com/news/1721965/beleaguered-future
43,,,"November 20, 2022",https://www.dawn.com/news/1722024/cartoon-20-november-2022
44,"Failure of governance
",Miftah Ismail,,https://www.dawn.com/news/1721825/failure-of-governance
45,"LKY on not crumbling
",,,https://www.dawn.com/news/1721598/lky-on-not-crumbling
46,"Rolling back democracy
",Usama Khilji,,https://www.dawn.com/news/1721824/rolling-back-democracy
47,"Ascendant markets
",,,https://www.dawn.com/news/1721823/ascendant-markets
48,"Unsung heroes
",,"November 19, 2022",https://www.dawn.com/news/1721819/unsung-heroes
49,,AFP,,https://www.dawn.com/news/1722062/qatar-world-cup-starts-with-stakes-high-for-hosts
50,,Dawn.com,,https://www.dawn.com/news/1722071/pace-ace-shaheen-afridi-undergoes-appendectomy-says-feeling-better
51,,Reuters,"November 20, 2022",https://www.dawn.com/news/1722073/yadav-powers-india-to-big-win-despite-southee-hat-trick
52,,,"November 20, 2022",https://www.dawn.com/news/1721987/focus-shifts-from-qatar-bashing-to-football-ahead-of-world-cup-kickoff
53,,,,https://www.dawn.com/news/1722006/qatar-face-acid-test-in-opener-after-12-years-of-spending
54,,Umaid Wasim,,https://www.dawn.com/news/1722007/a-world-cup-like-no-other-set-to-crown-a-unique-champion
55,,Aamir Shafaat Khan,,https://www.dawn.com/news/1721954/rice-exporters-fear-big-drop-in-shipments-after-floods
56,"Telcos agitate as SBP bars foreign payments directly through carriers
",,"November 20, 2022",https://www.dawn.com/news/1721952/telcos-agitate-as-sbp-bars-foreign-payments-directly-through-carriers
57,"Traders eye ‘affordable’ tea, coffee from Ethiopia
",,"November 20, 2022",https://www.dawn.com/news/1721950/traders-eye-affordable-tea-coffee-from-ethiopia
58,,,,https://www.dawn.com/news/1721949/silicon-valleys-fallen-star-elizabeth-holmes-handed-11-year-prison-term
59,"Rates at Lahore's roadside eateries to go up after RLNG switchover
",Khalid Hasnain,,https://www.dawn.com/news/1721930/rates-at-lahores-roadside-eateries-to-go-up-after-rlng-switchover
60,,Dawn.com,,https://www.dawn.com/news/1721879/pakistan-will-not-default-will-make-bond-payments-on-time-dar
61,,Javid Hussain,,https://www.dawn.com/news/1722079/7-injured-near-kurram-border-following-firing-from-afghan-side-over-land-dispute-officials
62,,Reuters,"November 20, 2022",https://www.dawn.com/news/1722084/ukraine-nuclear-plant-shelled-un-warns-youre-playing-with-fire
63,,,"November 20, 2022",https://www.dawn.com/news/1722065/turkey-launches-air-raids-against-kurdish-militants-in-syria-iraq
64,,,,https://www.dawn.com/news/1722072/five-killed-18-injured-in-us-gay-nightclub-shooting
65,,AFP,,https://www.dawn.com/news/1722059/trumps-twitter-account-reappears-after-musk-poll
66,,AFP,,https://www.dawn.com/news/1722062/qatar-world-cup-starts-with-stakes-high-for-hosts
67,,,,https://www.dawn.com/news/1722068/fahad-mustafa-credits-bollywoods-govinda-for-inspiring-him-to-act-at-the-filmfare-middle-east-achievers-night
68,,,,https://www.dawn.com/news/1722054/veteran-bollywood-star-tabassum-govil-dies-at-78-after-suffering-a-cardiac-arrest
69,,,,https://www.dawn.com/news/1721878/comedian-tariq-teddy-passes-away-at-46
70,,,,https://www.dawn.com/news/1721264/are-the-protests-in-iran-fuelled-by-a-western-conspiracy
71,,Uzair M. Younus,"November 15, 2022",https://www.dawn.com/news/1720905/terrorism-and-toys-a-tale-of-two-national-action-plans
72,,,"November 15, 2022",https://www.dawn.com/news/1721089/thieves-of-joyland
73,,AFP,,https://www.dawn.com/news/1722059/trumps-twitter-account-reappears-after-musk-poll
74,,AFP,"November 19, 2022",https://www.dawn.com/news/1721857/musk-asks-twitter-users-if-trump-should-be-reinstated
75,,,"November 19, 2022",https://www.dawn.com/news/1721846/twitter-fate-in-doubt-as-employees-defy-elon-musk-ultimatum
76,,,"November 20, 2022",https://www.dawn.com/news/1722029/how-afghans-are-turning-balochistan-green
77,,,"November 20, 2022",https://www.dawn.com/news/1722028/culture-destabilising-the-given-order
78,,Muna Khan,,https://www.dawn.com/news/1722027/media-beyond-the-pink
79,,,"November 20, 2022",https://www.dawn.com/news/1722041/the-icon-interview-televisions-glamorous-mom
80,,Nofil Naqvi,,https://www.dawn.com/news/1722040/soundcheck-come-along-for-the-ride
81,,PYT,,https://www.dawn.com/news/1722039/the-grapevine
82,,,,https://www.dawn.com/news/1720864/agricultures-declining-contribution-to-smog
83,"Debt is costlier than we think
",,,https://www.dawn.com/news/1720860/debt-is-costlier-than-we-think
84,"Filling the missing space
",,,https://www.dawn.com/news/1720863/filling-the-missing-space
85,,,,https://www.dawn.com/news/1493036/the-railway-lines-in-pakistan-and-the-stories-they-tell
86,"The pleasures and perils of sheltering animals
",Fatima Shaheen Niazi,,https://www.dawn.com/news/1491958/the-pleasures-and-perils-of-sheltering-animals
87,"What lies behind the spread of HIV in Larkana
",,,https://www.dawn.com/news/1491613/what-lies-behind-the-spread-of-hiv-in-larkana
88,,Shahrezad Samiuddin,,https://www.dawn.com/news/1721449/an-advocate-of-many-missions-afia-salam-in-profile
89,"How sustainable finance can help Pakistan’s zero-emission goals
",,,https://www.dawn.com/news/1721253/how-sustainable-finance-can-help-pakistans-zero-emission-goals
90,‘Pakistan is a very important market for TikTok’,,,https://www.dawn.com/news/1721073/pakistan-is-a-very-important-market-for-tiktok
91,"EPICURIOUS: THE GINGERBREAD VILLAGE
",,,https://www.dawn.com/news/1660293/epicurious-the-gingerbread-village
92,"GOLF: PAKISTAN’S SOARING EAGLES
",,,https://www.dawn.com/news/1660589/golf-pakistans-soaring-eagles
93,"SOCIETY: INSPIRING INCLUSIVITY, ONE POST AT A TIME
",Sameen Mohsin,,https://www.dawn.com/news/1660591/society-inspiring-inclusivity-one-post-at-a-time
94,"FIFA World Cup Qatar 2022: The fun begins
",From InpaperMagazine,"November 19, 2022",https://www.dawn.com/news/1721861/fifa-world-cup-qatar-2022-the-fun-begins
95,"Mailbox
",From InpaperMagazine,,https://www.dawn.com/news/1721860/mailbox
96,"Poet's Corner
",,,https://www.dawn.com/news/1721858/poets-corner
97,"FICTION: NORMAL AS PARANORMAL
",,,https://www.dawn.com/news/1722033/fiction-normal-as-paranormal
98,"POETRY: THE WORLD OF IFTIKHAR ARIF
",,,https://www.dawn.com/news/1722032/poetry-the-world-of-iftikhar-arif
99,"FICTION: RACE AND ROMANCE
",Sadia Humayun,"November 20, 2022",https://www.dawn.com/news/1722031/fiction-race-and-romance
100,"Explainer: Is CDS an accurate indicator of default risk?
",Kazim Alam,"November 20, 2022",https://www.dawn.com/news/1721988/explainer-is-cds-an-accurate-indicator-of-default-risk
101,Pak-Afghan border at Chaman remains shut; no headway in official talks,,,https://www.dawn.com/news/1721986/pak-afghan-border-at-chaman-remains-shut-no-headway-in-official-talks
102,"Imran to enter Rawalpindi days before ‘key decision’
",,,https://www.dawn.com/news/1721985/imran-to-enter-rawalpindi-days-before-key-decision
103,"Focus shifts from ‘Qatar-bashing’ to football ahead of World Cup kickoff
",Umaid Wasim,,https://www.dawn.com/news/1721987/focus-shifts-from-qatar-bashing-to-football-ahead-of-world-cup-kickoff
104,"Bilawal asks protesting PTI to spare army chief’s selection week
",Amir Wasim,,https://www.dawn.com/news/1721984/bilawal-asks-protesting-pti-to-spare-army-chiefs-selection-week
105,"Capital police highlight ‘risks’ posed by PTI march
",Malik Asad,,https://www.dawn.com/news/1721980/capital-police-highlight-risks-posed-by-pti-march
106,"Amid Twitter chaos, Musk reveals new vision for hate content
",,,https://www.dawn.com/news/1721978/amid-twitter-chaos-musk-reveals-new-vision-for-hate-content
107,"Climate fund breakthrough offers hope at COP27
",,"November 20, 2022",https://www.dawn.com/news/1721977/climate-fund-breakthrough-offers-hope-at-cop27
108,"ANALYSIS: Is it PTI’s turn to see electables ‘fly out’ of its nest?
",,"November 19, 2022",https://www.dawn.com/news/1721751/analysis-is-it-ptis-turn-to-see-electables-fly-out-of-its-nest
109,"Single curriculum for secondary classes from next year
",Imran Gabol,"November 19, 2022",https://www.dawn.com/news/1721750/single-curriculum-for-secondary-classes-from-next-year
110,"GB cabinet allows HEC to conduct tests for govt jobs
",Jamil Nagri,,https://www.dawn.com/news/1721975/gb-cabinet-allows-hec-to-conduct-tests-for-govt-jobs
111,"Gen Bajwa terms ‘quality healthcare’ critical for troops’ morale
",,,https://www.dawn.com/news/1721974/gen-bajwa-terms-quality-healthcare-critical-for-troops-morale
112,"Balochistan Assembly forms committee over gas, power shortage
",,,https://www.dawn.com/news/1721973/balochistan-assembly-forms-committee-over-gas-power-shortage
113,"Two ‘armed terrorists’ killed in Kech operation
",The Newspaper's Staff Correspondent,,https://www.dawn.com/news/1721972/two-armed-terrorists-killed-in-kech-operation
114,"Finance minister briefs ‘straight-faced’ President Alvi on govt economic plan
",,"November 19, 2022",https://www.dawn.com/news/1721815/finance-minister-briefs-straight-faced-president-alvi-on-govt-economic-plan
115,"Attempt to get Karachi college vacated stirs clash
",Imtiaz Ali,"November 20, 2022",https://www.dawn.com/news/1721916/attempt-to-get-karachi-college-vacated-stirs-clash
116,"Fifa World Cup turns Malir village into ‘football wonderland’
",,,https://www.dawn.com/news/1721912/fifa-world-cup-turns-malir-village-into-football-wonderland
117,"Festive atmosphere envelops Arts Council’s music festival
",,,https://www.dawn.com/news/1721911/festive-atmosphere-envelops-arts-councils-music-festival
118,"After Karachi and Larkana, Peoples Bus comes to Hyderabad
",,,https://www.dawn.com/news/1721905/after-karachi-and-larkana-peoples-bus-comes-to-hyderabad
119,"Sindh governor proposes cancelling KE contract if it doesn’t improve service
",Imran Ayub,"November 20, 2022",https://www.dawn.com/news/1721915/sindh-governor-proposes-cancelling-ke-contract-if-it-doesnt-improve-service
120,"Comedian Tariq Teddy passes away
",,"November 20, 2022",https://www.dawn.com/news/1721929/comedian-tariq-teddy-passes-away
121,"Plea filed against Joyland screening
",,,https://www.dawn.com/news/1721922/plea-filed-against-joyland-screening
122,"Wazirabad gun attack on Imran: ‘Crime scene preservation’ costs traders, residents dear
",Waseem Ashraf Butt,,https://www.dawn.com/news/1721927/wazirabad-gun-attack-on-imran-crime-scene-preservation-costs-traders-residents-dear
123,"Rates at Lahore's roadside eateries to go up after RLNG switchover
",,"November 20, 2022",https://www.dawn.com/news/1721930/rates-at-lahores-roadside-eateries-to-go-up-after-rlng-switchover
124,"Negligible increase in wheat acreage predicted
",The Newspaper's Staff Reporter,,https://www.dawn.com/news/1721928/negligible-increase-in-wheat-acreage-predicted
125,"Vidly.tv to release web series next week
",,"November 20, 2022",https://www.dawn.com/news/1722019/vidlytv-to-release-web-series-next-week
126,"Trail 3 closed after leopard sightings in Islamabad's Saidpur village
",,"November 20, 2022",https://www.dawn.com/news/1722020/trail-3-closed-after-leopard-sightings-in-islamabads-saidpur-village
127,"PTI organises power show in Islamabad's outskirts after getting NOC
",Munawer Azeem,"November 20, 2022",https://www.dawn.com/news/1722022/pti-organises-power-show-in-islamabads-outskirts-after-getting-noc
128,"Imran to lead main rally from Kutchery Chowk
",,,https://www.dawn.com/news/1722021/imran-to-lead-main-rally-from-kutchery-chowk
129,"Robbers have field day in Islamabad
",,,https://www.dawn.com/news/1722018/robbers-have-field-day-in-islamabad
130,"Returnees demand govt help to restart farming in Bara
",Ibrahim Shinwari,,https://www.dawn.com/news/1721942/returnees-demand-govt-help-to-restart-farming-in-bara
131,"Pashto Academy secures copy of 17th century manuscript from Saudi varsity
",,,https://www.dawn.com/news/1721936/pashto-academy-secures-copy-of-17th-century-manuscript-from-saudi-varsity
132,"Govt promises to make child health institute fully functional by June
",,,https://www.dawn.com/news/1721948/govt-promises-to-make-child-health-institute-fully-functional-by-june
133,"Robbers kill boy in Mansehra over resistance
",The Newspaper's Correspondent,,https://www.dawn.com/news/1721947/robbers-kill-boy-in-mansehra-over-resistance
134,"Bara police foil child abduction bid, arrest six
",,"November 20, 2022",https://www.dawn.com/news/1721946/bara-police-foil-child-abduction-bid-arrest-six
135,"Rice exporters fear big drop in shipments after floods
",,,https://www.dawn.com/news/1721954/rice-exporters-fear-big-drop-in-shipments-after-floods
136,"Silicon Valley’s ‘fallen star’ Elizabeth Holmes handed 11-year prison term
",AFP,,https://www.dawn.com/news/1721949/silicon-valleys-fallen-star-elizabeth-holmes-handed-11-year-prison-term
137,"Stocks close week below 43,000 on political uncertainty
",The Newspaper's Staff Reporter,,https://www.dawn.com/news/1721953/stocks-close-week-below-43000-on-political-uncertainty
138,"Telcos agitate as SBP bars foreign payments directly through carriers
",Kalbe Ali,,https://www.dawn.com/news/1721952/telcos-agitate-as-sbp-bars-foreign-payments-directly-through-carriers
139,"SECP highlights reforms, initiatives in new report
",,"November 20, 2022",https://www.dawn.com/news/1721951/secp-highlights-reforms-initiatives-in-new-report
140,"Qatar face acid test in opener after 12 years of spending
",,"November 20, 2022",https://www.dawn.com/news/1722006/qatar-face-acid-test-in-opener-after-12-years-of-spending
141,"World Cup Fixtures
",From the Newspaper,,https://www.dawn.com/news/1722004/world-cup-fixtures
142,"‘Ronaldo motivated, Portugal camp top’
",Agencies,,https://www.dawn.com/news/1722001/ronaldo-motivated-portugal-camp-top
143,"Verstappen and Perez all smiles again after front row lockout in Abu Dhabi
",,,https://www.dawn.com/news/1721999/verstappen-and-perez-all-smiles-again-after-front-row-lockout-in-abu-dhabi
144,"Australia rout England to clinch ODI series in Sydney
",,,https://www.dawn.com/news/1721998/australia-rout-england-to-clinch-odi-series-in-sydney
145,"The never march
",,,https://www.dawn.com/news/1721967/the-never-march
146,"Preventing disaster
",Editorial,"November 20, 2022",https://www.dawn.com/news/1721966/preventing-disaster
147,"Beleaguered future
",Editorial,,https://www.dawn.com/news/1721965/beleaguered-future
148,"IMF delay
",Editorial,,https://www.dawn.com/news/1721818/imf-delay
149,"Tracing the missing
",Editorial,,https://www.dawn.com/news/1721817/tracing-the-missing
150,"Getting out of the mess
",Anjum Altaf,,https://www.dawn.com/news/1721971/getting-out-of-the-mess
151,"Weight on new chief’s shoulders
",,,https://www.dawn.com/news/1721970/weight-on-new-chiefs-shoulders
152,"Children in power
",Madeeha Ansari,"November 20, 2022",https://www.dawn.com/news/1721969/children-in-power
153,"School leadership
",Neda Mulji,,https://www.dawn.com/news/1721968/school-leadership
154,"Failure of governance
",,"November 19, 2022",https://www.dawn.com/news/1721825/failure-of-governance
155,"UK will support Kyiv ‘until Ukraine has won’: Sunak
",,"November 20, 2022",https://www.dawn.com/news/1721964/uk-will-support-kyiv-until-ukraine-has-won-sunak
156,"Malaysia votes in tight race with no clear winner
",AFP,"November 20, 2022",https://www.dawn.com/news/1721963/malaysia-votes-in-tight-race-with-no-clear-winner
157,"Ukrainian families reunite as Kherson train station reopens
",,,https://www.dawn.com/news/1721961/ukrainian-families-reunite-as-kherson-train-station-reopens
158,"EU police patrol Kosovo’s north after Serb officers quit
",Reuters,,https://www.dawn.com/news/1721960/eu-police-patrol-kosovos-north-after-serb-officers-quit
159,"Veteran Indian actress Tabassum dies at 78
",,,https://www.dawn.com/news/1721957/veteran-indian-actress-tabassum-dies-at-78
160,"EPICURIOUS: THE GINGERBREAD VILLAGE
",,"November 28, 2021",https://www.dawn.com/news/1660293/epicurious-the-gingerbread-village
161,"GOLF: PAKISTAN’S SOARING EAGLES
",,,https://www.dawn.com/news/1660589/golf-pakistans-soaring-eagles
162,"SOCIETY: INSPIRING INCLUSIVITY, ONE POST AT A TIME
",,,https://www.dawn.com/news/1660591/society-inspiring-inclusivity-one-post-at-a-time
163,"A BATTLE OF THE SEXES AMID SCALPELS AND SUTURES
",Saad Shafqat,"November 28, 2021",https://www.dawn.com/news/1660694/a-battle-of-the-sexes-amid-scalpels-and-sutures
164,"HEALTH: VOICES FROM THE FRONT LINES
",,"June 24, 2020",https://www.dawn.com/news/1564771/health-voices-from-the-front-lines
165,"FICTION: NORMAL AS PARANORMAL
",,,https://www.dawn.com/news/1722033/fiction-normal-as-paranormal
166,"POETRY: THE WORLD OF IFTIKHAR ARIF
",,"November 20, 2022",https://www.dawn.com/news/1722032/poetry-the-world-of-iftikhar-arif
167,"FICTION: RACE AND ROMANCE
",Sadia Humayun,,https://www.dawn.com/news/1722031/fiction-race-and-romance
168,"COLUMN: DENIAL AND CENSORSHIP
",Harris Khalique,,https://www.dawn.com/news/1722030/column-denial-and-censorship
169,"FICTION: HISTORY, CRIME AND POWER
",,,https://www.dawn.com/news/1720668/fiction-history-crime-and-power
170,"Agriculture’s declining contribution to smog
",,"November 14, 2022",https://www.dawn.com/news/1720864/agricultures-declining-contribution-to-smog
171,"Debt is costlier than we think
",Mohiuddin Aazim,"November 14, 2022",https://www.dawn.com/news/1720860/debt-is-costlier-than-we-think
172,"Filling the missing space
",Fatima S Attarwala,,https://www.dawn.com/news/1720863/filling-the-missing-space
173,"The transformational power of mobile broadband
",,,https://www.dawn.com/news/1720858/the-transformational-power-of-mobile-broadband
174,"Economic reforms: if not now, then when?
",Sarfaraz A. Khan,"November 14, 2022",https://www.dawn.com/news/1720857/economic-reforms-if-not-now-then-when
175,"FIFA World Cup Qatar 2022: The fun begins
",,"November 19, 2022",https://www.dawn.com/news/1721861/fifa-world-cup-qatar-2022-the-fun-begins
176,"Mailbox
",From InpaperMagazine,,https://www.dawn.com/news/1721860/mailbox
177,"Poet's Corner
",,,https://www.dawn.com/news/1721858/poets-corner
178,"Website review: All the related words
",,"November 19, 2022",https://www.dawn.com/news/1721856/website-review-all-the-related-words
179,"Cook-it-yourself: Malt caffè mocha
",Aamnah Arshad,"November 19, 2022",https://www.dawn.com/news/1721855/cook-it-yourself-malt-caffe-mocha
